16.2,898
10.4,850
7.6,800
6.3,750
3.2,700
-0.6,650
-4.5,600
-8.5,550
-13.7,500
-20.1,450
-27.0,400
-34.6,350
-43.5,300
-52.6,250
-60.0,200
-59.2,150
-62.7,100
-61.4,50
-54.1,20
