5.3,898
2.0,850
-1.8,800
-6.2,750
-8.7,700
-12.9,650
-19.7,600
-28.6,550
-36.7,500
-40.7,450
-45.5,400
-49.0,350
-53.7,300
-59.4,250
-66.2,200
-78.5,150
-84.2,100
-89.1,50
-999.0,20
